Ca,Tr,Ca0,Q
0.702754637,426.8119688,2.436666121,-55.12624327
0.781799328,414.125292,1.762223421,-120.2839088
0.91852328,390.2514955,5.954637675,-27.56987048
1.148776724,382.394046,2.220703959,6.603386044
1.134748981,381.284548,2.284899857,97.75235832
1.23463813,392.2286409,3.884525047,34.2083225
1.220377996,393.4539666,7.311507534,-40.34791169
1.548541086,384.7741786,2.07251944,132.9760678
1.609707756,403.6601253,4.609520947,133.8003965
1.531674696,421.9790246,7.280662562,56.97332004
1.732041932,434.0636892,0.635700663,31.34177736
1.529196515,441.5168502,2.246914183,-102.934534
1.455181283,427.0624402,3.063827944,-83.30736636
1.409352719,412.19199,5.865369896,120.6058888
1.533443689,429.3841941,0.684816786,-67.76011534
1.344924885,418.5087591,2.363386316,-99.35342089
1.33187088,398.8577965,7.160495176,-70.10779656
1.552535592,386.2368612,2.993303154,-125.2947078
1.6163463,363.4326531,2.166914698,106.3402184
1.791384396,378.2996715,7.251031113,43.34106572
2.035820037,383.1991535,2.578027748,-122.406684
2.030428747,360.7591172,6.551055395,-95.79420282
2.196001147,343.9724799,2.38683663,13.39018182
2.208536265,345.4419579,2.26594208,95.74392034
2.132912251,358.3840617,4.015504178,-4.252946663
2.325237072,354.5001459,6.836810416,115.3523386
2.478121423,370.6998013,2.191393927,-133.675874
2.486604733,347.989138,5.192027873,-63.73239166
2.468300771,337.2190484,0.600145161,-111.9082336
2.477065448,318.6952042,3.431863938,-105.4032787
2.473046693,301.950779,1.949622983,68.07096816
2.538289997,311.8730245,3.689815969,-107.3584434
2.576682367,295.4972318,2.007265655,119.5120246
2.42298816,313.7848782,0.555263236,39.40884744
2.500508741,319.3672033,5.012637693,50.06980411
2.460171418,326.2619232,4.547074251,79.03562151
2,325,1.034158026,77.75522629
2.120961921,337.2139736,3.56886462,62.07366547
2.044636852,345.3756321,7.345926584,10.69329819
2.384017015,343.9520056,4.007843246,-118.8746947
2.489353983,324.0747775,2.379072861,-0.032638662
2.462094494,322.9937417,5.254609973,84.37196122
2.655635745,335.8875075,3.166587932,-120.5732466
2.602694649,315.4367735,2.517019195,113.775989
2.537489097,333.0170671,1.993697475,-13.29890056
2.511773997,330.3822726,7.018442138,-131.9724473
2.729523968,308.1424014,4.703842422,125.0359823
2.86853956,328.1634288,2.112120153,13.46942309
2.813011231,328.2273381,6.863898624,-101.8973843
2.946889124,310.9427038,4.163888065,69.55829976
3.118706359,321.6844512,5.183092686,-8.957539676
3.120494676,319.8703416,1.933943632,-2.565031013
3.053215118,319.4514973,3.106692826,-6.277457488
3.075400177,317.2875995,3.0612327,93.86611704
3.092535544,330.3935375,5.880532546,-51.66814935
3.190402976,322.1559865,4.508377329,-62.20860266
3.378431864,311.9873691,3.669900528,-40.83934606
3.287335139,306.0841322,5.101796239,-36.01359094
3.402738734,299.2377466,3.713650845,60.92337224
3.373026539,309.8075081,3.390942804,112.8953616
3.455206305,325.654262,1.763161334,66.97747006
3.432885787,335.4485945,3.456618306,-20.42956478
3.416364605,330.6602061,4.94065908,6.362834128
3.336225579,331.0684386,3.404201849,-138.4925443
3.369715082,308.6665318,1.145836421,58.16511402
3.399986515,317.0292823,4.170419177,54.489022
3.356008189,324.9464476,7.188278261,50.80940806
3.57729956,332.9245194,0.871900835,-53.09648067
3.35194559,323.4691016,4.648162811,-73.57767054
3.461611483,312.4857709,7.254796997,123.6245165
3.66292775,330.5212569,6.438806166,-7.687779424
3.741850925,327.4387297,6.390337004,-102.4692742
3.998319814,311.8482213,2.661135601,-10.27878022
3.873079905,309.5863277,5.692930405,-3.937436785
3.903188083,308.6720706,1.458132832,-43.46207856
3.772539025,301.7422151,2.770983188,-55.43919768
3.667334463,294.3580017,1.658509803,-23.6383984
3.707420543,291.0697921,3.636844603,76.36122161
3.754371005,301.9605088,6.074734905,6.219480498
3.689980897,303.7611976,3.724412073,77.28156217
3.790971941,316.2127579,6.711022663,48.58855107
3.960514471,322.5277667,6.103353343,121.9753858
4.048919521,340.0376096,0.784590666,104.3532653
3.851324137,357.2881087,2.435941507,-6.732084032
3.707191673,355.9997404,6.077326699,60.34506935
3.772146929,365.4471969,1.530033004,44.09674213
3.490043199,372.9752749,0.98476449,-39.70260641
3.470694924,366.9470366,6.189806851,-20.08199243
3.391412741,364.1480017,4.698981063,63.37813928
3.487730506,373.5166945,6.248593258,72.36531689
3.563492754,388.3087986,0.550002927,-22.15088131
3.26406819,388.5634499,3.741953526,-123.4723701
3.182603888,370.1513632,4.290094925,29.93632224
3.160599992,373.6727293,6.299172365,122.7248065
3.133122407,394.3987622,1.397034978,-74.88037421
2.918301503,386.2971999,5.114108779,-102.0905668
2.962651254,370.7440781,2.068550459,20.79516488
2.88245522,373.3280573,1.686666065,78.39727053
2.669190206,386.5395472,6.498829383,-129.5349536
2.921338361,364.5423152,4.228513635,82.48649478
2.893463306,377.4680368,7.325977768,-62.70595135
2.944418209,367.4812998,1.683707444,104.6391556
2.874475724,384.0226469,6.864277246,-84.01864854
3.115909985,369.6366979,3.590708199,60.89782201
2.886843243,379.4632714,6.417416111,-92.14575588
3.076866353,365.6372306,5.15478274,85.50985665
3.19320864,378.8505559,4.347998846,-93.1342689
3.016203518,363.4319562,0.748701634,-60.68505545
2.925476186,353.779621,6.155095925,-126.4538265
3.042129245,332.662946,0.557515535,-38.43982316
3.036391161,326.209061,0.945356,-97.36492353
2.812119766,310.4482471,0.662332577,6.866621874
2.846192696,311.4682576,5.376871315,-20.26292023
2.967885042,306.6473022,1.441993211,-46.84522292
2.83349064,299.0848909,4.63242098,122.4059524
2.941975731,319.5710629,7.447904034,-71.77697334
3.176949305,307.9421647,0.574059349,91.84454235
2.936853644,321.2967924,6.986290564,-11.49903432
3.152881453,317.5132511,5.900096412,101.7219621
3.436074673,333.4567007,4.767303588,103.5075592
3.502049397,347.9250808,0.667321183,-63.44577723
3.245304514,337.3089464,2.440537079,-105.3798895
3.232090557,320.8855101,6.87499418,-130.4335475
3.449313976,299.2068003,5.207927207,-119.0723186
3.439847501,281.6705001,3.025463456,-22.75012885
3.461983111,279.6563683,1.769830023,5.837251379
3.291915532,281.4378837,4.244942326,-50.82114797
3.388301262,274.7795546,5.659616417,-94.38822682
3.455873063,261.1661537,1.847557533,-40.41360933
3.548107785,256.9251586,3.148632934,-81.58726861
3.36868107,247.8187181,6.930964436,91.13710994
3.625139071,264.0509793,1.24813721,-36.25391522
3.543313038,259.0454824,2.128697669,-13.58927805
3.493735512,259.5872496,2.434220303,0.50191424
3.447490298,262.5273857,6.958222072,-32.63579735
3.536652869,258.9960299,5.0508983,26.56142241
3.568768191,265.0237845,5.763674928,-121.7596402
2,350,6.61400582,130.1501945
2.283264148,368.778047,6.584361781,8.571026118
2.544404226,369.304511,2.129098296,-135.7225652
2.372719429,346.8910948,3.513281728,-27.12462438
2.397789559,340.8642797,4.158722699,-6.002279424
2.516047045,337.838298,4.387495317,12.0516725
2.726276985,337.6541105,5.826269029,58.99294196
2.742652533,347.1861132,4.837774673,-20.5300654
2.919144241,342.3591126,2.523525196,131.6264664
2.777896811,360.0274934,2.836418319,-78.11082269
2.738845018,347.197435,0.960658715,134.1307181
2.817947462,367.8598955,1.39498999,-49.40811695
2.591632996,357.3694887,0.996599913,-76.45280085
2.566428641,343.7301478,3.255444405,110.0402879
2.561946971,359.7541781,2.918231284,134.6526322
2.507869377,379.6136622,0.701124343,-41.19868767
2.433407467,372.6995635,3.166712224,73.37782014
2.364470767,382.5842583,7.071627393,-50.08617165
2.58991107,372.4126013,3.52733153,-63.84841022
2.54821957,361.0600179,6.107391204,38.39967144
2.692506485,366.5495235,0.980830934,28.79013463
2.679447498,369.8234272,6.069021909,-129.9977447
2.685230752,348.922911,3.688134755,80.60349015
2.83969694,359.9367095,7.420175627,23.32348617
2.979893616,361.1219347,0.772386083,-14.88252688
2.873080383,357.4985779,1.817207607,35.29323806
2.81616155,363.2656851,2.007224596,-96.95275563
2.744272107,345.1920541,4.253010147,-111.0036772
2.797625871,327.5170068,5.618109024,122.1252985
2.922915818,345.9654648,7.103227291,-34.7948625
3.052759628,338.4511753,4.670251721,44.99520145
3.220424068,343.550269,4.074063187,-8.085394635
3.200768502,341.535231,0.562105999,-120.0287864
3.053818871,321.6864835,3.543713599,-19.0295485
3.14053876,318.5118982,1.801185799,8.251477522
2.972434574,319.7161865,4.693603771,61.36791232
3.063511842,327.885142,2.644770996,-26.55681746
3.017858091,322.7516824,6.259476943,24.20287728
3.30293771,325.7446267,5.445608804,2.939513202
3.327463575,325.0224078,6.310431627,61.29945254
3.414538488,334.5710253,6.56383178,-82.38618099
3.681711701,319.2269773,2.589743959,-6.72110552
3.552076788,319.1636203,3.955231485,29.9100387
3.672280886,323.262195,6.232549039,7.701066844
3.656061016,322.7165786,7.074428952,62.05095357
3.839235341,331.7268781,1.75129911,33.25706283
3.699816228,336.0369463,4.435983688,73.16795436
3.68012586,347.239106,6.146524346,-55.93744821
3.925533455,337.7073534,1.468692947,37.61053473
3.674398273,342.618657,0.558158621,80.16202433
3.603146782,353.9386078,4.014541748,138.0885281
3.510024597,375.2330884,7.388284532,-75.81149868
3.655016929,365.1652511,6.449701031,86.89376685
3.719476642,379.9700788,2.152940592,43.57036299
3.509356259,390.1075863,7.340197011,64.32459259
3.282833492,408.2993958,1.169398529,0.168362776
2.798351944,422.6102986,3.73652055,-138.682264
2.628835993,412.1153632,7.422572583,104.8944365
2.428347108,439.5831984,2.02047807,29.27153048
1.868904968,467.501733,3.803671844,-39.13641569
1.375101465,482.2028721,4.205047166,18.00642107
0.985261026,500.8880393,6.334843009,-121.4407535
1.032219299,490.5976317,4.744566362,1.003540342
0.966190415,494.5072581,1.62209085,-98.48737495
0.790906915,478.8455522,4.964886034,106.3628253
0.834076379,494.404355,0.730060676,-19.99391786
0.656741621,489.2286,6.645251513,-6.525811776
0.709667004,486.7738331,3.072993763,-72.04160247
0.779683454,472.800298,0.83762244,-90.23145744
0.77299305,455.5856392,4.397428029,8.357079272
0.84665903,451.1644635,4.309550854,-55.81868541
0.885729695,438.9572914,6.557968219,96.37404758
1.168723308,452.2446376,3.759902566,69.82172692
1.093174023,463.5456643,5.984994709,-36.63976723
1.218758108,458.6841581,1.741191704,-68.64708781
1.052279405,447.5437791,2.159637417,-30.029013
0.939919935,441.0535473,0.550444867,-60.86365764
0.875119792,427.6255047,4.259490819,-21.37241735
1.017483607,420.6125371,4.222784272,66.68816083
1.159012233,427.2410065,7.018508076,-48.33415596
1.330096123,417.4300595,2.394014654,-6.604469425
1.417915369,413.8036927,4.767313472,-86.87488633
1.56291021,398.5138888,0.695967558,-82.22402046
1.397591797,381.7788657,2.215731927,-17.68595631
1.504486328,376.7470354,4.916504695,-55.16011094
1.687741567,365.1616526,7.328546993,103.0967697
1.947272812,378.6248777,4.84512422,-45.03137187
2.0776534,369.7694261,1.688121235,44.36949001
1.954687381,374.6384499,5.508143488,-120.5275883
2.060298208,353.217526,5.925813473,107.9524562
2.321227159,368.9578469,4.92556641,56.48681561
2.46934608,375.4211516,6.544109561,124.6455405
2.558742895,393.3454541,2.963134953,-122.4439529
2.400702199,375.4887723,2.67668564,-91.43029193
2.455553242,358.778566,3.11834118,1.103064514
2.498528635,357.1733611,6.033443321,125.6894268
2.617044403,375.5264351,2.528745839,125.5594807
2.60814856,394.1660971,1.788309855,-16.64962539
2.341288829,393.9485589,1.777496356,-66.48584772
2.279265216,381.7056205,0.620448285,-70.47788995
2.206036221,369.0570341,3.205583241,-0.78665241
2,375,0.572619077,0.520720083
1.98391752,373.3294823,3.970413052,-101.7140279
2.075766931,356.2469548,1.494777598,-78.17815191
2.115669471,341.0126143,3.429557264,-69.97190326
2.04258034,329.0443852,1.088417558,-42.91704786
2.011885516,321.1943963,1.667434426,105.1553099
2.029639556,336.0191079,7.156748221,-128.1254614
2.242592574,315.1560511,5.39375174,20.2110615
2.483781345,318.0750656,6.786049828,46.36082952
2.71521802,324.3896226,4.334864481,56.22984452
2.819427265,332.0230802,3.205340187,54.01074814
2.69644494,340.1233355,6.274093252,-9.536535383
3.023344859,337.5101116,7.083670867,84.37216509
3.062682727,348.5962604,7.383514738,-91.76771357
3.397592258,332.9393273,4.14759298,123.7548479
3.322909212,350.5717468,5.046783242,100.2310978
3.438316422,365.8523964,7.295922085,-87.3495384
3.542001155,352.0686786,2.201809727,103.7224647
3.347622184,367.9339592,6.843940938,71.74389096
3.482182096,381.557117,2.928313676,-10.12924693
3.282869209,381.5882323,4.773764186,-1.032856285
3.242460102,384.1133087,3.845818095,-17.90126122
3.19914923,383.170767,6.592858075,-86.84482721
3.247300499,369.4024201,5.313718652,56.53588613
3.371268002,380.3160463,6.976400541,-127.9292275
3.487651586,360.2447752,5.029816995,38.34833216
3.46448395,365.5504341,3.731883637,-124.1501698
3.502446895,346.5297194,0.769996462,-91.79683673
3.331724505,329.8067463,6.061835209,-93.72055012
3.330799968,314.1744498,1.471170898,-40.85640515
3.378905103,309.1562402,3.891489186,54.92677804
3.412105935,315.7471303,6.108095022,-64.78490044
3.452317248,306.0972446,6.866333465,-132.5369689
3.708845013,286.612454,3.125859337,-83.43519316
3.717727687,273.9227897,2.899636604,-15.52436373
3.575108108,272.599202,3.986977273,-23.79268946
3.656480427,271.1457864,1.99979174,-78.71119721
3.627313391,260.2026191,2.126149891,63.63489971
3.43640174,271.2642843,3.411430669,23.30505131
3.583041215,277.5399523,3.960356236,-19.43144205
3.572804316,275.1237533,5.643360719,15.61569203
3.575844418,278.234548,2.618414492,130.7772868
3.629791974,299.3569576,2.073898285,-100.3419089
3.466739639,284.6774996,4.804527328,-2.241961489
3.563896937,285.4965647,1.782069136,-108.5248656
3.525344511,268.7660766,4.277028674,-58.52798203
3.490089321,261.814531,1.221378363,-2.610681272
3.404568415,264.028892,4.924641793,-128.3418945
3.471513912,245.9915682,4.000755443,-115.6823898
3.524638158,231.7292184,6.039227643,71.67667932
3.582210646,244.5281304,2.335912546,-110.8726225
3.607372434,231.6633798,6.920348943,4.850067546
3.703346709,234.902743,1.434777731,-107.6269214
3.729173729,222.2286995,6.391488039,12.79853895
3.713565735,227.4297163,2.327116082,21.06264552
3.740436154,234.9676421,2.696968247,81.00644684
3.664230426,251.0977611,3.951635029,129.2106169
3.729188732,272.4007091,4.142183611,111.9504521
3.71893238,291.6956548,2.248631924,5.968695806
3.657495546,292.116467,4.040219784,86.96430716
3.658138322,305.7347234,1.012359549,93.39084101
3.621251062,320.3926557,6.129649448,-26.02187129
3.715627903,314.7803888,0.755158738,74.23725787
3.522764188,327.3900567,5.252492983,116.3691449
3.671580389,344.5576208,4.421299356,129.9219437
3.687643885,364.257331,2.658690458,-44.75279077
3.426333722,355.7470402,5.61617268,55.93608946
3.605590005,365.4898808,5.577442453,109.4285488
3.595016594,382.8903482,5.516543612,50.59799576
3.402945414,396.7139964,6.401817894,40.31083614
3.3187836,411.484894,2.618892217,91.32811904
2.773379144,451.266025,2.213036834,56.60575258
1.51272115,508.3861527,4.251217686,-33.10846966
0.739093846,537.0167366,1.750325546,107.1754542
0.564188701,560.0688416,1.061634454,84.33018649
0.351995273,569.7775403,5.284292463,-10.55265604
0.402191284,562.1420624,5.148345166,-60.37048753
0.387408009,551.1724115,6.531023425,-89.31124162
0.504029769,536.4260446,4.557975471,-10.10156123
0.609449226,532.8236426,5.212552787,-6.632096527
0.531379964,531.7195352,7.167578075,98.12712741
0.573795972,549.0707639,6.789549742,-131.7863707
0.567368686,532.5887048,1.594960315,-6.417181021
0.386709387,527.9403535,5.643052887,-39.91403727
0.596663852,520.2083281,4.451175429,-126.2584828
0.554379004,496.1083173,4.983089139,50.33510981
0.785791107,502.8796979,3.269462326,-100.9241719
0.706241016,484.5686981,3.415204265,66.23968145
0.715613358,491.9827364,4.59015345,106.509238
0.771247552,506.5630784,4.551247279,-89.45265708
0.818814634,493.0598766,4.642261851,-123.9228589
0.845381081,472.034948,5.70389193,-83.04510068
1.010342055,455.9958485,6.832727397,-7.342256076
1.059090248,451.8888608,3.591572289,-101.0889797
1.151140281,434.8952286,6.153869183,115.8413308
1.169091387,453.6067838,5.362119444,46.5401312
1.298717449,461.9128818,5.446324354,68.00378357
1.212736942,478.4688957,5.502166113,-99.17708458
1.051276412,468.81508,5.164505635,113.9881739
1.016278209,492.0235904,0.726974712,-87.55156955
0.890153841,481.1130152,5.836464591,-127.2592464
2,400,5.899244503,-133.1244692
2.149222683,378.3386773,4.935537644,69.11219512
2.201069037,388.83878,3.989549086,-76.44538236
2.365332586,376.6867414,1.886440053,72.36964807
2.163131331,386.1324456,1.683775856,-114.3500608
2.119855984,366.6101234,5.297518729,125.9426062
2.394713764,385.316422,0.527637864,3.3867401
2.206778583,384.6060012,6.188346732,31.25724329
2.350801765,387.9462799,5.552287222,-57.81220791
2.388698319,376.9469319,6.924418858,59.60438905
2.612911104,385.7247065,4.297810576,-99.39721695
2.68908475,370.1751221,3.11338532,48.3704525
2.646580383,375.9023323,3.592832221,-18.32944776
2.563733171,371.701,4.824368849,3.649512113
2.617027443,372.5801978,5.052780274,28.06637819
2.662693699,376.055042,6.136562378,6.013098368
2.764320302,375.029963,6.860542166,-50.21220152
3.015651889,366.8709876,1.133215445,-55.36109981
2.849748732,357.4804822,1.297890533,91.30037572
2.663091748,370.2165307,0.828274236,35.07976623
2.570640174,374.4532035,4.333103091,88.69083923
2.568680629,388.2987909,1.892632778,99.12509195
2.378859971,406.3142128,2.961568476,70.73547553
2.212647231,422.1559639,2.571731948,106.6490306
2.027166604,449.1181142,2.778581465,-93.05114697
1.710809812,443.3056466,3.247704708,-112.9276828
1.481561509,429.9742518,6.247739605,-96.90222452
1.599689995,413.3885677,3.188801141,123.4057633
1.727011276,433.7478816,7.413378324,-12.13762678
1.684415425,435.1955388,6.282859907,-69.06274602
1.730924031,428.2436884,4.681601538,111.8977202
1.687722455,450.7970856,4.241905642,25.05593617
1.427075547,464.3621078,0.774972371,-39.67173689
1.221329471,463.9723331,1.057291631,-54.03891589
0.971940972,455.4658009,2.815035184,76.06397725
0.87028936,466.2744427,0.779714461,-19.58550756
0.848942268,460.5951003,2.704488103,37.91420944
0.774180834,463.1964285,2.924430051,-126.9174112
0.945427733,439.7714717,6.659406222,73.12239117
1.129026889,448.4084843,6.646676499,-22.91412854
1.219396395,444.0663726,4.739042951,3.740730135
1.21332655,444.5588943,4.684856536,-66.05121053
1.279001557,433.6233155,2.606099163,-131.8334044
1.341222754,410.9300418,2.621437925,-71.6455959
1.303888296,396.087048,4.403047321,18.19639587
1.509532687,395.5412959,3.825925732,-57.5561223
1.496997836,383.7705984,0.949757425,133.0053289
1.530504524,402.9103494,2.877954905,-1.37538042
1.465467975,399.6792622,7.339565081,-16.45171662
1.653417834,394.4307979,2.727909638,5.499163183
1.767916653,394.3723423,4.546955009,98.31493856
1.810765874,408.2092373,0.976680915,-9.852554183
1.623510176,404.489071,5.97364383,60.72300774
1.781647012,414.0912257,4.60215386,-128.5848955
1.888140833,393.5093411,2.954594739,17.55296932
1.962127751,393.8774494,2.598109107,3.426153961
1.878534056,392.5010183,5.214268477,-94.66841497
2.047924138,375.7195737,0.853343691,-45.05114609
1.831558249,367.8116604,1.256446409,-89.19367142
1.944979483,349.8069775,6.700789673,-37.3986221
2.082826988,343.718264,2.031385444,70.13783067
2.175002233,351.5515391,1.248157091,67.9453501
2.061108978,361.2581261,3.788497054,27.29324421
2.040557758,362.2345464,1.533341346,-87.768112
2.01487166,347.0048971,5.015504885,-125.3811194
2.126267274,326.9353917,2.240287555,11.78014434
2.289399448,326.4075674,2.087413403,-32.94124294
2.21416056,321.4933109,6.955629508,118.1546964
2.490558294,337.6440696,4.467249472,9.297468796
2.619202295,337.0723372,0.604020172,132.749806
2.431749996,357.8613438,4.511202328,81.04361656
2.57252032,368.126014,4.430901522,104.8153533
2.546988344,384.1432275,4.5893708,58.0138453
2.504717255,391.9564898,1.539734159,-19.87479632
2.422551145,390.9823855,5.357230464,-109.8278575
2.601272906,371.9924578,3.577236664,-92.72163306
2.629926062,356.7132241,4.048850405,88.62108046
2.585721913,368.4233287,1.130747143,83.35243742
2.441308899,379.4736669,4.455884478,24.81881079
2.583066806,382.8219883,1.886704601,-17.74493049
2.335442931,380.1788825,2.571326336,-128.4562114
2.435041578,357.9368609,0.714793883,-13.02638988
2.377346767,355.0569757,5.714048539,15.91539189
2.498799739,355.1958249,3.195795197,-92.20200806
2.419185166,339.8272366,6.367829245,27.51439038
2.747797453,342.5376773,5.979003728,96.80811383
2.765200454,356.5808767,4.722140831,78.07239994
2.791532022,366.7083024,4.810158132,-133.0096798
2.887962903,345.6320181,5.753252273,-89.98830351
3.105467191,330.0386648,3.709599444,3.645196884
3.0676242,330.1087487,3.888146232,95.66272836
3.176853806,342.160081,1.723697264,-134.8236566
3.149909566,319.9228187,6.441348503,67.4096102
3.198038607,329.5539471,3.696882747,-23.08377767
3.142359501,325.0012207,1.317106577,-44.81135553
3.220891016,318.9556695,1.162613285,59.953025
3.145379012,327.2258637,1.039597831,-81.68049032
2.85181566,313.2176498,4.51643362,-57.26901702
3.100512906,304.0265475,5.090087199,84.32454779
3.116122845,317.1359392,2.958494521,-112.9332377
3.152897292,298.9502916,6.193212586,79.1296503
3,300,1.761887822,-133.4791103
3.032569917,279.7940303,3.742529685,62.481652
3.134782297,291.0319762,3.441425232,-4.048028611
3.132174782,290.3661398,0.589465702,-3.507887136
3.036854348,290.4316849,7.092646566,97.44308818
3.101209527,306.8502533,5.609751292,-108.6844332
3.268835007,290.109112,6.757329192,99.20952101
3.51870204,305.771747,1.655606323,36.75945123
3.386261256,310.3923434,0.64338529,-106.4618783
3.257792708,294.8031387,2.714571181,-95.02436686
3.300378052,279.3449357,5.812857117,88.4098287
3.347794659,294.1266402,2.912371437,-50.33367156
3.30639941,287.8953543,1.281628624,-115.5685805
3.33819323,271.4473246,5.48908155,27.65094562
3.368828533,275.9882009,0.889715757,-5.611866655
3.19757429,276.5641892,3.311735364,96.66084038
3.158419991,292.1842352,5.524944255,28.35112761
3.370045455,296.7368756,4.366686751,124.750676
3.384564994,317.6195395,7.406713313,-44.98498981
3.546488758,308.3231426,2.179122753,82.34327158
3.642543785,322.0145375,0.945805015,-37.60676884
3.501315634,315.5741532,0.990159618,-50.17564094
3.237469584,306.483767,0.992678166,-58.26009712
3.182279426,298.1628887,6.030707864,112.6112092
3.355429758,315.0747339,6.048349696,17.1718653
3.40212203,317.9359282,4.812128696,-38.47679691
3.445757816,312.0155691,1.68172109,-17.71085318
3.435203312,308.6593287,5.629777354,-121.4201142
3.516117191,289.2116794,0.645130852,75.15224668
3.422521833,301.6908396,2.599664066,55.87896976
3.448970559,310.2554992,5.642674046,120.2512949
3.558703067,328.6093122,3.30229903,-39.32280083
3.537657207,321.1794005,6.145967536,73.46975492
3.546896629,330.9086337,5.068303179,86.37961079
3.720931733,344.3905356,4.995504011,127.0678026
3.716405383,364.0719028,2.83712095,66.18128942
3.465402922,374.6729388,7.14883314,-46.00996086
3.680792419,369.5436314,4.781423977,-37.31384532
3.644645848,364.5664241,3.73078204,-118.0550114
3.574265919,345.2843204,0.635403536,72.12485787
3.345427795,355.3220707,3.669314151,34.12056041
3.368366932,360.0701375,5.679660625,-22.59349342
3.560147646,354.8430459,3.073323375,-91.93644886
3.483975868,340.7707647,6.057106846,92.51039867
3.532419738,354.9981931,5.639490911,104.2485028
3.632915848,371.0588834,5.036395094,54.46283068
3.609191861,379.6041395,1.851126562,74.34229343
3.286176988,396.1164364,2.83858026,-17.23355525
3.020674267,398.6826578,2.732091678,18.969354
2.762352614,407.3029457,5.11084646,20.98848531
2.686231435,421.1853935,2.727310358,-78.33240202
2.396407546,417.0208529,6.414569716,-54.95425779
2.496607681,412.7188963,3.567544696,-113.4959572
2.35632024,396.7605865,2.606854189,-115.0847853
2.299159402,379.5720291,2.905993149,58.13917625
2.263082121,387.6109019,7.31777779,34.78468058
2.436895573,391.5530063,2.385124781,43.53022742
2.230249605,399.8850808,4.888984734,90.45895976
2.284008711,415.7220491,4.235857873,114.2004716
2.097246836,442.3747587,3.408525685,-59.43204101
1.828222394,443.1383433,4.133054191,117.3472978
1.579669459,475.3156315,5.567378838,-1.690833154
1.183402566,490.3746924,3.982474469,41.31172505
0.934409441,510.7169378,3.634398123,14.06652083
0.759575211,520.3219743,7.298226425,120.1149315
0.65611454,545.3780362,6.384798013,-103.5977135
0.616704953,534.1972873,4.395647741,-37.10355546
0.517395305,528.9807776,6.88256839,-51.75579495
0.71064163,521.0911901,7.015361457,-72.68164436
0.633926769,512.4674543,3.442735424,127.7674123
0.517412759,533.4868437,4.668406833,120.0412934
0.491559782,555.2565654,4.271952043,-75.54532099
0.514843519,542.8176691,5.490740442,5.992636978
0.624811549,540.9815837,4.03831218,-100.9765322
0.479901746,522.8708496,1.514436233,119.3347635
0.345045508,537.7767783,7.192407848,129.4252594
0.506149555,558.1929153,3.004524689,-126.1471753
0.527179399,535.7115714,4.37749091,65.64152519
0.514678675,542.7075306,5.036325312,-124.1853296
0.450168644,521.6503209,2.130179828,57.19007642
0.450923426,525.497414,0.885593825,96.24916802
0.434857297,535.4634113,7.423568131,-70.05566047
0.648134051,520.4838417,0.878807131,133.2481519
0.444990985,538.631601,5.870513992,-12.72283432
0.478081678,533.2547006,3.847796482,115.4175104
0.405989971,549.802897,2.990810559,-124.1167242
0.379214371,526.4350181,4.797792305,-52.07090437
0.522921357,514.2742757,5.270913301,124.4305738
0.623431502,532.5669426,3.024059149,-70.27829653
0.454486906,519.4831007,0.870663077,92.12776835
0.467846085,530.0057413,1.048658654,125.6043101
0.46290031,542.5611374,5.443033395,114.3146888
0.500435769,554.6509644,6.201086096,-85.91066997
0.465056556,540.3144171,1.731324372,128.1632802
0.337244479,558.1249336,2.537265831,80.7259859
0.421633846,565.1365988,1.695531035,-55.80827383
0.379297371,548.0359584,5.214431006,-69.88342719
0.385155694,532.1873904,5.763070184,105.3489148
0.436517289,546.308554,2.742607148,-55.91448326
0.505277634,534.0122316,0.694128625,-21.48334209
0.415488075,525.0735094,0.958126079,20.73776383
3,325,1.579139897,66.68047659
2.922617763,335.860538,2.343205106,9.372054467
3.027758408,336.2408065,0.602024737,116.3186227
2.899504621,351.9485369,6.805003979,-129.6051694
3.130741956,331.0856229,7.198645354,-100.7751966
3.298292752,315.0544506,2.486798471,29.46755357
3.173035404,317.9193377,7.109575952,97.98210259
3.308793134,333.2349705,0.515814635,5.896119144
3.254747125,333.1789924,4.364263433,-4.061829863
3.239083029,331.6342334,5.876939078,-94.24535389
3.435926878,315.3728604,5.851923152,-133.1084001
3.451667453,294.5711547,1.446471249,-106.590837
3.469440666,279.5506243,2.669283091,47.62573859
3.439547858,287.2906924,3.798608448,87.82453426
3.440581934,301.0015737,2.527107485,64.75722118
3.470164527,312.1412856,5.418356487,-47.89737154
3.520502516,304.0377273,2.842532704,132.7939215
3.420052272,324.4072366,4.872074782,125.0871002
3.612873143,342.2036186,5.872329554,90.28035534
3.679295606,356.3419261,3.346482113,-13.52544235
3.483090066,352.4711887,3.304421392,137.5383889
3.554860572,374.6372296,1.742949232,128.49915
3.235411267,397.7984922,3.434751892,-21.09654431
3.116212195,401.7068583,3.742042088,-35.07690591
2.969022907,400.6747224,3.758556701,-129.1199377
2.890493732,383.3552788,1.089908688,64.58908798
2.602330495,394.2000489,4.953399957,-131.1367358
2.616519231,373.2602927,2.601190419,-77.54097264
2.655339163,360.3241607,0.885139953,6.457242399
2.511285115,358.8489186,3.414587601,-125.4948018
2.481389911,339.0885595,4.506831609,84.31018749
2.554011794,349.6397226,1.295212037,-61.91188983
2.622878529,338.4897091,4.991746642,-2.017415318
2.632677372,337.4817753,4.04589253,-10.71103973
